RECHTSTRAEGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20123;2;0;OÖ Nachrichten;20694.8
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20123;2;0;Salzburger Nachrichten;9792
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20123;2;0;Tiroler Tageszeitung;9313.3
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20123;2;0;tv-media;6980.62
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20123;2;0;Verkehr;5006.5
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20123;2;0;Vorarlberger Nachrichten;10835.84
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20123;2;0;Woman;6738.37
AVE Österreich GmbH;20123;2;0;Bezirksrundschau Oberösterreich;8672
AVE Österreich GmbH;20123;2;0;Eurokommunal;5200
AVE Österreich GmbH;20123;2;0;Life Radio;11600
AVE Energie AG Oberösterreich Umwelt GmbH;20123;2;0;ORF;16000
B&F Wien - Bestattung und Friedhöfe GmbH;20123;2;0;24 Stunden für Wien;13072.06
Büro V - Jugend-, Kultur- und Veranstaltungsmanagement GmbH;20123;2;0;Bezirksblätter Niederösterreich;17033
Büro V - Jugend-, Kultur- und Veranstaltungsmanagement GmbH;20123;2;0;NÖN;13510
Bestattung der Grazer Stadtwerke GmbH;20123;2;0;Herold Business Data GmbH;14295
Bestattung der Grazer Stadtwerke GmbH;20123;2;0;Kleine Zeitung;10417.65
BESTATTUNG WIEN GmbH;20123;2;0;Kurier;36414
Betriebskrankenkasse der Wiener Verkehrsbetriebe;20123;2;0;Heute;11964.6
Betriebskrankenkasse der Wiener Verkehrsbetriebe;20123;2;0;Kronen Zeitung;17769.89
Betriebskrankenkasse der Wiener Verkehrsbetriebe;20123;2;0;Österreich;10443.06
Bludenz Stadt-Marketing GmbH;20123;2;0;Vorarlberger Nachrichten;6974.48
Bregenzer Festspiele GmbH;20123;2;0;Bus & Hotel Report;5040
Bregenzer Festspiele GmbH;20123;2;0;Google Adwords;6500
Bregenzer Festspiele GmbH;20123;2;0;NVZ;12400
Bregenzer Festspiele GmbH;20123;2;0;ORF Radio Vorarlberg;6660.73
Bregenzer Festspiele GmbH;20123;2;0;Regio TV Bodensee;5612.5
Bregenzer Festspiele GmbH;20123;2;0;RSA - Der Allgäusender;7795
Bregenzer Festspiele GmbH;20123;2;0;Schwäbische Zeitung;9348
Bregenzer Festspiele GmbH;20123;2;0;Südkurier;7190.4
Bregenzer Festspiele GmbH;20123;2;0;Vorarlberg Online;10000
Bregenzer Festspiele GmbH;20123;2;0;Vorarlberger Nachrichten;19052.8
Bregenzer Festspiele GmbH;20123;2;0;Vorarlberger Nachrichten;8984
Bundesimmobiliengesellschaft m.b.H.;20123;2;0;Immobilien Magazin;9000
Bundeskammer für Arbeiter und Angestellte;20123;2;0;ATV;7420.5
Bundeskammer für Arbeiter und Angestellte;20123;2;0;Hitradio Ö3;32008.65
Bundeskammer für Arbeiter und Angestellte;20123;2;0;Kabel 1 austria;5614.83
Bundeskammer für Arbeiter und Angestellte;20123;2;0;ORF eins;11560
Bundeskammer für Arbeiter und Angestellte;20123;2;0;ORF 2;24225
Bundeskammer für Arbeiter und Angestellte;20123;2;0;orf.at;17500
Bundeskammer für Arbeiter und Angestellte;20123;2;0;ProSieben Austria;7556.54
Bundeskammer für Arbeiter und Angestellte;20123;2;0;Puls 4;8352.15
Bundeskammer für Arbeiter und Angestellte;20123;2;0;RTL;7384.22
Bundeskammer für Arbeiter und Angestellte;20123;2;0;SAT.1 Österreich;8648.98
Bundeskammer für Arbeiter und Angestellte;20123;2;0;VOX;7507.67
Bundeskanzleramt;20123;2;0;Der Standard;16935
Bundeskanzleramt;20123;2;0;Die Presse;10222.17
Bundeskanzleramt;20123;4;0;Diözese Eisenstadt;40000
Bundeskanzleramt;20123;2;0;E-Media;8542.5
Bundeskanzleramt;20123;4;0;Gemeinschaft der Kärntner Slowenen und Sloweninnen;6600
Bundeskanzleramt;20123;2;0;Heute;39021.93
Bundeskanzleramt;20123;2;0;Kleine Zeitung;30667.48
Bundeskanzleramt;20123;2;0;Kommunal;8779.16
Bundeskanzleramt;20123;4;0;Kroatischer Presseverein;40000
Bundeskanzleramt;20123;2;0;Kronen Zeitung;115734
Bundeskanzleramt;20123;2;0;Kurier;22950
Bundeskanzleramt;20123;2;0;OÖ Nachrichten;16792.64
Bundeskanzleramt;20123;2;0;Österreich;28780
Bundeskanzleramt;20123;4;0;Österreichisch-slowakischer Kulturverein;9800
Bundeskanzleramt;20123;2;0;Salzburger Nachrichten;11059.2
Bundeskanzleramt;20123;2;0;Tiroler Tageszeitung;12417.74
Bundeskanzleramt;20123;2;0;Vorarlberger Nachrichten;6747.3
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;biber;5309.52
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;Falter;12083.4
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;Gesünder leben;5990.74
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;Heute;15177.39
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;Kosmo;13440
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;Kurier;6471.9
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;Madonna;14990
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;OÖ Nachrichten;6276.9
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;Österreich;45980
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;profil;39366.6
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;Salzburger Nachrichten;7461.72
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;tele;12920
Bundesministerium für Arbeit, Soziales und Konsumentenschutz;20123;2;0;Tiroler Tageszeitung;14163.26
Bundesministerium für europäische und internationale Angelegenheiten;20123;2;0;auto touring;10185
Bundesministerium für europäische und internationale Angelegenheiten;20123;2;0;Die Ganze Woche;8925
Bundesministerium für europäische und internationale Angelegenheiten;20123;2;0;Faktum;10000
Bundesministerium für europäische und internationale Angelegenheiten;20123;2;0;NÖN;17816.12
Bundesministerium für europäische und internationale Angelegenheiten;20123;2;0;Österreich;20231.2
Bundesministerium für europäische und internationale Angelegenheiten;20123;4;0;Radio Racja Minsk;10000
Bundesministerium für Finanzen;20123;2;0;Career und Careerguide 2013;6500
Bundesministerium für Finanzen;20123;2;0;Die Presse;50000
Bundesministerium für Finanzen;20123;2;0;KMU-Ratgeber;11645
Bundesministerium für Finanzen;20123;2;0;Kommunal;12586
Bundesministerium für Gesundheit;20123;2;0;Der Standard;33240
Bundesministerium für Gesundheit;20123;2;0;Gesünder leben;5480
Bundesministerium für Gesundheit;20123;2;0;Kronen Zeitung;48920
Bundesministerium für Gesundheit;20123;2;0;Kurier;9040
Bundesministerium für Gesundheit;20123;2;0;Österreich;27176.62
Bundesministerium für Inneres;20123;2;0;auto touring;21000
Bundesministerium für Inneres;20123;2;0;Die Ganze Woche;19400
Bundesministerium für Inneres;20123;2;0;Die Presse;45368.3
Bundesministerium für Inneres;20123;2;0;Heute;123404.16
Bundesministerium für Inneres;20123;2;0;Kommunal;7815.86
Bundesministerium für Inneres;20123;2;0;Kosmo;30196
Bundesministerium für Inneres;20123;2;0;NEWS;42850
Bundesministerium für Inneres;20123;2;0;Österreich;149909.4
Bundesministerium für Inneres;20123;2;0;tv-media;10150
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Bauernjournal Österreich;7490
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Der Standard;14503.24
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Die Ganze Woche;7140
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Die Presse;5368.6
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Tipi;7313.25
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;4;0;Forschungsgesellschaft für Solidarität, Ökologie und Lebensstil;15850
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Heute;22954.08
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Kleine Zeitung;6577.36
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Kochen und Küche;6857.14
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Kommunal;8877.27
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;kommunalnet.at;7000.84
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Kronen Zeitung;10074.2
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Kurier;15297.5
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Madonna;7832.29
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;NÖN;21360.3
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;ORF 2;19038
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Österreich;9357.33
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;derstandard.at;23499.46
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;TIPS TOTAL REGIONAL;7277.08
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Tiroler Tageszeitung;9500.36
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Vorarlberger Nachrichten;7441.74
Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft;20123;2;0;Xpress;6822.27
Bundesministerium für Landesverteidigung und Sport;20123;2;0;ballesterer fm;8350
Bundesministerium für Landesverteidigung und Sport;20123;2;0;bz - Wiener Bezirkszeitung;5564.8
Bundesministerium für Landesverteidigung und Sport;20123;2;0;Der Soldat;16935
Bundesministerium für Landesverteidigung und Sport;20123;2;0;Heute;27948.4
Bundesministerium für Landesverteidigung und Sport;20123;2;0;Kronen Zeitung;51813.73
Bundesministerium für Landesverteidigung und Sport;20123;2;0;Kurier;11835.25
Bundesministerium für Landesverteidigung und Sport;20123;2;0;Nightline Futureguide;10000
Bundesministerium für Landesverteidigung und Sport;20123;2;0;Österreich;25500
Bundesministerium für Landesverteidigung und Sport;20123;2;0;Österreich;6053
Bundesministerium für Landesverteidigung und Sport;20123;2;0;Sport aktiv;25000
Bundesministerium für Landesverteidigung und Sport;20123;2;0;SportWoche;8879.37
Bundesministerium für Landesverteidigung und Sport;20123;2;0;The Red Bulletin;29665.08
Bundesministerium für Landesverteidigung und Sport;20123;2;0;www.karriere.at;5123.33
Bundesministerium für Landesverteidigung und Sport;20123;2;0;www.unijobs.at;6666.67
Bundesministerium für Unterricht, Kunst und Kultur;20123;2;0;Familien;6200
Bundesministerium für Unterricht, Kunst und Kultur;20123;2;0;Heute;15080
Bundesministerium für Unterricht, Kunst und Kultur;20123;2;0;Kleine Zeitung;25000
Bundesministerium für Unterricht, Kunst und Kultur;20123;2;0;Kronen Zeitung;34401.25
Bundesministerium für Unterricht, Kunst und Kultur;20123;2;0;Kurier;18550
Bundesministerium für Unterricht, Kunst und Kultur;20123;2;0;Österreich;76756.42
Bundesministerium für Unterricht, Kunst und Kultur;20123;4;0;Paul Zsolnay Verlag Ges.m.b.H.;6000
Bundesministerium für Unterricht, Kunst und Kultur;20123;2;0;Das Wiener Bezirksblatt;10000
Bundesministerium für Verkehr, Innovation und Technologie;20123;2;0;APA Zukunft Wissen/APA Science;13686.67
Bundesministerium für Verkehr, Innovation und Technologie;20123;2;0;Austria Innovativ;20100
Bundesministerium für Verkehr, Innovation und Technologie;20123;2;0;Der Standard;18820
Bundesministerium für Verkehr, Innovation und Technologie;20123;2;0;Die Presse;35000
Bundesministerium für Verkehr, Innovation und Technologie;20123;2;0;FORMAT;19500
Bundesministerium für Verkehr, Innovation und Technologie;20123;2;0;Heute;24103.2
Bundesministerium für Verkehr, Innovation und Technologie;20123;2;0;Österreich;31972.5
Bundesministerium für Verkehr, Innovation und Technologie;20123;2;0;WirtschaftsBlatt;13227.52
Bundesministerium für Wirtschaft, Familie und Jugend;20123;2;0;APA Zukunft Wissen;12500
Bundesministerium für Wirtschaft, Familie und Jugend;20123;2;0;Chemiereport;6562.5
Bundesministerium für Wirtschaft, Familie und Jugend;20123;2;0;Der Standard;13541.67
Bundesministerium für Wirtschaft, Familie und Jugend;20123;2;0;Die Presse;13541.67
Bundesministerium für Wissenschaft und Forschung;20123;2;0;Austria Innovativ;5714.29
Bundesministerium für Wissenschaft und Forschung;20123;2;0;Bestsurf Network gmbh;14450
Bundesministerium für Wissenschaft und Forschung;20123;2;0;biber;5440
Bundesministerium für Wissenschaft und Forschung;20123;2;0;Der Standard;16702.96
Bundesministerium für Wissenschaft und Forschung;20123;2;0;Die Presse;26363.63
Bundesministerium für Wissenschaft und Forschung;20123;2;0;Falter;8585
Bundesministerium für Wissenschaft und Forschung;20123;2;0;FORMAT;19500
Bundesministerium für Wissenschaft und Forschung;20123;2;0;Heute;17196.78
Bundesministerium für Wissenschaft und Forschung;20123;2;0;Kronen Zeitung;12600.42
Bundesministerium für Wissenschaft und Forschung;20123;2;0;Kurier;5319.25
Bundesministerium für Wissenschaft und Forschung;20123;2;0;mediazone advertising gmbh;10200
Bundesministerium für Wissenschaft und Forschung;20123;2;0;NEWS;9690
Bundesministerium für Wissenschaft und Forschung;20123;2;0;ORF;31169.84
Bundesministerium für Wissenschaft und Forschung;20123;2;0;Salzburger Nachrichten;9117.25
Bundesministerium für Wissenschaft und Forschung;20123;2;0;tv-media;5060
Bundesministerium für Wissenschaft und Forschung;20123;2;0;Weekend Magazin;6650
Bundesministerium für Wissenschaft und Forschung;20123;2;0;zukunftwissen.apa.at;12500.01
Burgenländische Elektrizitätswirtschafts - Aktiengesellschaft (BEWAG);20123;2;0;BKF Das Burgenland Fernsehen GmbH;95536.96
Burgenländische Elektrizitätswirtschafts - Aktiengesellschaft (BEWAG);20123;2;0;BVZ;7140
Burgenländische Elektrizitätswirtschafts - Aktiengesellschaft (BEWAG);20123;2;0;ORF;14087.5
Burgenländische Elektrizitätswirtschafts - Aktiengesellschaft (BEWAG);20123;2;0;Österreich;8351.42
Burgtheater GmbH;20123;2;0;Falter;8347.76
Central Danube Region Marketing & Development GmbH;20123;2;0;Hallo Nachbar;5040
Central Danube Region Marketing & Development GmbH;20123;2;0;Pirgfellner Werbung / U-Bahn Tafeln;5412.3
Central Danube Region Marketing & Development GmbH;20123;2;0;Pirgfellner Werbung / Vorauszahlung 2013;8000
City Air Terminal Betriebsgesellschaft m.b.H.;20123;2;0;Check Felix;6051.5
City Air Terminal Betriebsgesellschaft m.b.H.;20123;2;0;skylines;8560.24
City Center Amstetten GmbH;20123;2;0;Kronen Zeitung;6450.04
City Center Amstetten GmbH;20123;2;0;NÖN;11482.05
City Center Amstetten GmbH;20123;2;0;Tips;15950.14
Clusterland Oberösterreich GmbH;20123;2;0;Factory;8816.19
CMA Carinthische Musikakademie GmbH;20123;2;0;Kärntner Woche;5714.66
Congress und Messe Innsbruck GmbH;20123;2;0;Prologo;71499
Congress und Messe Innsbruck GmbH;20123;2;0;Prologo advertising GmbH;16129.86
Congress und Messe Innsbruck GmbH;20123;2;0;Schlüsselverlag J. S. Moser GmbH.;8609.35
Congress und Messe Innsbruck GmbH;20123;2;0;Tirolerin Verlags GmbH;7298
CYTA-Errichtungs- und Management GmbH & CO KG;20123;2;0;Bezirksblätter Tirol;7356
Dachstein Tourismus AG;20123;2;0;OÖ Nachrichten;7947.84
DAKA WINKLER KANALSERVICE GMBH;20123;2;0;Werberaum GmbH und Echo Verlag, R19 Regionalrundschau, Trachtenverband;6162.87
departure - Die Kreativagentur der Stadt Wien GmbH;20123;2;0;The Gap;8685
Design Center Linz Be- triebsgesellschaft m.b.H.;20123;2;0;Ars Electronica Linz GmbH;10330
Dornbirner Seilbahn GmbH;20123;2;0;Vorarlberger Nachrichten;5775
Dornbirner Sparkasse Bank AG;20123;2;0;ORF eins;17703
Dornbirner Sparkasse Bank AG;20123;2;0;ORF Vorarlberg;5491.68
Dornbirner Sparkasse Bank AG;20123;2;0;ProSieben Austria;6386
Dornbirner Sparkasse Bank AG;20123;2;0;Vorarlberger Nachrichten;5637.15
Dornbirner Stadtmarketing GmbH;20123;2;0;ORF Vorarlberg;5695.75
Dornbirner Stadtmarketing GmbH;20123;2;0;Vorarlberger Nachrichten;6081.6
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20123;2;0;Bezirksblätter Niederösterreich;37107.47
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20123;2;0;FORMAT;5223.25
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20123;2;0;Kurier;11378.48
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20123;2;0;NÖ Gemeinde;5079.17
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20123;2;0;NÖN;17404.45
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20123;2;0;ORF Niederösterreich;19250
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20123;2;0;Österreich;7953.73
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20123;2;0;trend;5223.25
Elektrizitätswerk Wels Aktiengesellschaft;20123;2;0;Wels im Bild;5040
Elektrizitätswerk Wels Aktiengesellschaft;20123;2;0;WT 1;8150
ELGA GmbH;20123;2;0;medianet;7875
EMIL e-Mobility Sharing GmbH;20123;2;0;Salzburger Nachrichten;17422.25
Energie AG Oberösterreich;20123;2;0;Bezirksrundschau Oberösterreich;24021.51
Energie AG Oberösterreich;20123;2;0;Business People;6400
Energie AG Oberösterreich;20123;2;0;Der Standard;7500
Energie AG Oberösterreich;20123;2;0;Kronen Zeitung;18725.3
Energie AG Oberösterreich;20123;2;0;Kurier;6800
Energie AG Oberösterreich;20123;2;0;Life Radio;6416.66
Energie AG Oberösterreich;20123;2;0;Lust aufs Land;6364.8
Energie AG Oberösterreich;20123;2;0;Neues Volksblatt;21336.66
Energie AG Oberösterreich;20123;2;0;Obersteirische Nachrichten;9191.1
Energie AG Oberösterreich;20123;2;0;ORF Radio Oberösterreich;46005
Energie AG Oberösterreich;20123;2;0;SportWoche;8090
Energie AG Oberösterreich;20123;2;0;The Red Bulletin;17799
Energie AG Oberösterreich;20123;2;0;Tips;9511.39
Energie AG Oberösterreich;20123;2;0;Weekend Magazin;15750
Energie AG Oberösterreich;20123;2;0;Wirtschaftsnachrichten Donauraum;6380
Energie AG Oberösterreich Vertrieb GmbH & Co KG;20123;2;0;ORF Radio Oberösterreich;15064
Energie AG Oberösterreich Vertrieb GmbH & Co KG;20123;2;0;Tips;7158.84
Energie AG Oberösterreich Wasser GmbH;20123;2;0;kommunaltopinform;8059
Energie Graz GmbH & Co KG;20123;2;0;Grazetta Werbe GmbH;5400
Energie Graz GmbH & Co KG;20123;2;0;Kleine Zeitung;9450
Energie Graz GmbH & Co KG;20123;2;0;Steirer Monat Zeitungs GmbH;5100
Energie Steiermark AG;20123;2;0;Kleine Zeitung;8000
Energie-Control Austria für die Regulierung der Elektrizitäts- und Erdgaswirtschaft (E-Control);20123;2;0;Google;12756.74
Energie-Control Austria für die Regulierung der Elektrizitäts- und Erdgaswirtschaft (E-Control);20123;2;0;stadtlandzeitung;9387
Entwicklungsagentur Kärnten GmbH;20123;2;0;Kärnten Journal;6300
EVN AG;20123;2;0;Bezirksblätter Niederösterreich;8577.71
EVN AG;20123;2;0;Heute;7311.44
EVN AG;20123;2;0;Kronen Zeitung;25307.64
EVN AG;20123;2;0;NÖN;18263.52
EVN AG;20123;2;0;ORF Niederösterreich;97128.4
EVN AG;20123;2;0;ORF Radio Niederösterreich;51152.25
EVN AG;20123;2;0;derstandard.at;20400
EVN AG;20123;2;0;diepresse.com;14586
EVN AG;20123;2;0;www.facebook.com;26033.13
EVN AG;20123;2;0;www.gmx.at;6540.75
EVN AG;20123;2;0;www.willhaben.at;8062.08
EVN Energievertrieb GmbH & Co KG;20123;2;0;Bezirksblätter Niederösterreich;17423.46
EVN Energievertrieb GmbH & Co KG;20123;2;0;Der Standard;11119.27
EVN Energievertrieb GmbH & Co KG;20123;2;0;Die Presse;10697.76
EVN Energievertrieb GmbH & Co KG;20123;2;0;Heute;5826.24
EVN Energievertrieb GmbH & Co KG;20123;2;0;Kronen Zeitung;21573
EVN Energievertrieb GmbH & Co KG;20123;2;0;NÖN;23120
EVN Energievertrieb GmbH & Co KG;20123;2;0;WirtschaftsBlatt;6430.25
Fachhochschule St. Pölten ForschungsGmbH;20123;2;0;PR&D Kommunikationsdienstleistungen;8250
Fachhochschule St. Pölten GmbH;20123;2;0;Die Presse;10099.75
Fachhochschule St. Pölten GmbH;20123;4;0;Verein Campus Radio St. Pölten;30136.17
Fachhochschule Vorarlberg GmbH;20123;2;0;Die Presse;6825
Fachhochschule Vorarlberg GmbH;20123;2;0;Vorarlberger Nachrichten;21157
FACULTAS DOM Buchhandels GmbH;20123;2;0;Der Sonntag;9030
Familie & Beruf Management GmbH;20123;2;0;Kommunal;5220
Fernwärme Wien Gesellschaft m.b.H.;20123;2;0;24 Stunden für Wien;83716.8
Fernwärme Wien Gesellschaft m.b.H.;20123;2;0;Energie!;8250
Fernwärme Wien Gesellschaft m.b.H.;20123;2;0;ORF III;35633
Fernwärme Wien Gesellschaft m.b.H.;20123;2;0;Stadtvorteile;9800
FH JOANNEUM Gesellschaft mbH;20123;2;0;Die Presse;6500
FH JOANNEUM Gesellschaft mbH;20123;2;0;kleinezeitung.at;5300
